prefix,publisher,journals,dois
10.7581,"Korean Academy of Pediatric Allergy and Respiratory Disease (KAMJE)",1,100
10.5933,"Korean Academy of Pediatric Dentistry",1,82
10.5051,"Korean Academy of Periodontology (KAMJE)",2,216
10.5535,"Korean Academy of Rehabilitation Medicine (KAMJE)",1,269
10.12963,"Korean Academy of Speech-Language Pathology and Audiology",1,22
10.4069,"Korean Academy of Women's Health Nursing (KAMJE)",1,180
10.13045,"Korean Acupuncture and Moxibustion Medicine Society",1,45
10.12655,"Korean Association for Disability and Health",0,0
10.5625,"Korean Association for Laboratory Animal Science (KAMJE)",1,178
10.11629,"Korean Association for Particle and Aerosol Research",1,14
10.9712,"Korean Association for Spatial Structures",1,30
10.5217,"Korean Association for the Study of Intestinal Diseases (KAMJE)",1,144
10.6058,"Korean Association for the Study of Lung Cancer (KAMJE)",1,106
10.12653,"Korean Association of Agricultural Extension",0,0
10.5393,"Korean Association of Agriculture Medicine and Community Health",1,139
10.5115,"Korean Association of Anatomists (KAMJE)",1,143
10.7738,"Korean Association of Architectural History",1,49
10.5723,"Korean Association of Child Studies",2,157
10.5934,"Korean Association of Human Ecology",1,584
10.4110,"Korean Association of Immunobiologists (KAMJE)",1,170
10.3904,"Korean Association of Internal Medicine (KAMJE)",2,1022
10.3335,"Korean Association of Medical Journal Editors (KAMJE)",0,0
10.11625,"Korean Association of Organic Agriculture",1,32
10.4041,"Korean Association of Orthodontists (KAMJE)",1,224
10.13029,"Korean Association of Pediatric Surgeons (KAMJE)",1,15
10.11637,"Korean Association of Physical Anthropologists (KAMJE)",1,14
10.5292,"Korean Bone and Joint Tumor Society (KAMJE)",1,62
10.4048,"Korean Breast Cancer Society (KAMJE)",1,433
10.4143,"Korean Cancer Association (KAMJE)",1,413
10.5714,"Korean Carbon Society",1,228
10.5012,"Korean Chemical Society",2,7746
10.7181,"Korean Cleft Palate-Craniofacial Association (KAMJE)",1,45
10.7704,"Korean College of Helicobacter and Upper Gastrointestinal Research (KAMJE)",1,113
10.9758,"Korean Collge of Neuropsychopharmacology (KAMJE)",1,55
10.5213,"Korean Continence Society (KAMJE)",1,141
10.6087,"Korean Council of Science Editors",1,19
10.7465,"Korean Data and Information Science Society",1,192
10.12779,"Korean Dementia Association (KAMJE)",1,26
10.5021,"Korean Dermatological Association and The Korean Society for Investigative Dermatology (KAMJE)",1,608
10.4093,"Korean Diabetes Association (KAMJE)",4,668
10.3803,"Korean Endocrine Society (KAMJE)",2,581
10.5293,"Korean Fluid Machinery Association",2,899
10.14193,"Korean Foot and Ankle Society (KAMJE)",0,0
10.12814,"Korean GeoSynthetics Society",1,12
10.7843,"Korean Geotechnical Society",1,237
10.7466,"Korean Home Management Association",1,102
10.5011,"Korean Information and Communications Society",0,0
10.13161,"Korean Institute of Building Information Modeling",0,0
10.6106,"Korean Institute of Construction Engineering and Management",2,314
10.7743,"Korean Institute of Educational Environment",0,0
10.7859,"Korean Institute of Educational Facilities",1,30
10.5515,"Korean Institute of Electromagnetic Engineering and Science",4,1353
10.5908,"Korean Institute of Fire Investigation",0,0
10.7232,"Korean Institute of Industrial Engineers",3,164
10.5626,"Korean Institute of Information Scientists and Engineers",1,109
10.5391,"Korean Institute of Intelligent Systems",3,1962
10.9715,"Korean Institute of Landscape Architecture",1,34
10.5394,"Korean Institute of Navigation and Port Research",1,1281
10.3807,"Korean Journal of Optics and Photonics",2,1513
10.6564,"Korean Magnetic Resonance Society",1,72
10.5124,"Korean Medical Association (KAMJE)",2,1376
10.3924,"Korean Medical Citation Index Project Board (KAMJE)",0,0
10.14191,"Korean Meteorological Society",0,0
10.3988,"Korean Neurological Association (KAMJE)",1,327
10.4306,"Korean Neuropsychiatric Association (KAMJE)",1,295
10.3340,"Korean Neurosurgical Society (KAMJE)",1,1066
10.13004,"Korean Neurotraumatology Society (KAMJE)",1,34
10.5516,"Korean Nuclear Society",1,484
10.12925,"Korean Oil Chemists' Society",1,37
10.5388,"Korean Oncology Nursing Society (KAMJE)",2,95
10.3341,"Korean Opthalmological Society (KAMJE)",2,2309
10.3344,"Korean Pain Society (KAMJE)",1,525
10.3345,"Korean Pediatric Society (KAMJE)",1,1207
10.3831,"Korean Pharmacopuncture Institute",1,537
10.3938,"Korean Physical Society",3,6496
10.14190,"Korean Recycled Construction Resource Institute",0,0
10.12674,"Korean Research Society of Physical Therapy",1,59
10.5397,"Korean Shoulder and Elbow Society",1,349
10.13078,"Korean Sleep Society",0,0
10.5478,"Korean Society Mass Spectrometry",1,60
10.11004,"Korean Society for Advanced Composite Structures",1,22
10.5307,"Korean Society for Agricultural Machinery",1,521
10.5572,"Korean Society for Atmospheric Environment",2,483
10.12791,"Korean Society for Bio-Environment Control",1,41
10.3858,"Korean Society for Biochemistry and Molecular Biology",1,5
10.5483,"Korean Society for Biochemistry and Molecular Biology - BMB Reports",2,1398
10.4051,"Korean Society for Bioinformatics and Systems Biology",1,102
10.7841,"Korean Society for Biotechnology and Bioengineering",1,73
10.12793,"Korean Society for Clinical Pharmacology and Therapeutics (KAMJE)",1,17
10.3338,"Korean Society for Cytopathology (KAMJE)",1,30
10.5717,"Korean Society for Exercise Nutrition",0,0
10.11623,"Korean Society for Floricultural Science",1,31
10.13050,"Korean Society for Food Engineering",1,14
10.5851,"Korean Society for Food Science of Animal Resources",1,659
10.11597,"Korean Society for Indoor Environment",1,12
10.3743,"Korean Society for Information Management",1,664
10.7472,"Korean Society for Internet Information",1,84
10.3837,"Korean Society for Internet Information",1,450
10.3343,"Korean Society for Laboratory Medicine (KAMJE)",3,740
10.4275,"Korean Society for Library and Information Science",1,710
10.4014,"Korean Society for Microbiology and Biotechnology",2,960
10.12786,"Korean Society for Neurorehabilitation (KAMJE)",1,43
10.14192,"Korean Society for Nosocomial Infection Control (KAMJE)",0,0
10.3347,"Korean Society for Parasitology (KAMJE)",1,1677
10.11628,"Korean Society for People, Plants and Environment",1,36
10.3961,"Korean Society for Preventive Medicine (KAMJE)",1,366
10.7782,"Korean Society for Railway",1,185
10.7474,"Korean Society for Rock Mechanics",1,61
10.5534,"Korean Society for Sexual Medicine and Andrology (KAMJE)",2,81
10.3857,"Korean Society for Therapeutic Radiology and Oncology (KAMJE)",2,176
10.5090,"Korean Society for Thoracic and Cardiovascular Surgery (KAMJE)",1,391
10.7570,"Korean Society for the Study of Obesity (KAMJE)",1,67
10.7475,"Korean Society of Adult Nursing",1,87
10.5532,"Korean Society of Agricultural and Forest Meteorology",1,172
10.12749,"Korean Society of Animal Reproduction",1,21
10.5187,"Korean Society of Animal Science and Technology",1,992
10.5656,"Korean Society of Applied Entomology",1,380
10.7586,"Korean Society of Biological Nursing Science",1,46
10.9787,"Korean Society of Breeding Science",2,72
10.7230,"Korean Society of Cartoon and Animation Studies",1,48
10.7461,"Korean Society of Cerebrovascular Surgeons/Korean Society of Endovascular Surgery (KAMJE)",1,51
10.12652,"Korean Society of Civil Engineers",1,162
10.7762,"Korean Society of Clinical Nutrition",1,23
10.14216,"Korean Society of Clinical Oncology",0,0
10.9765,"Korean Society of Coastal and Ocean Engineers",1,55
10.3393,"Korean Society of Coloproctology (KAMJE)",2,453
10.9708,"Korean Society of Computer Information",1,892
10.13065,"Korean Society of Dental Hygiene",0,0
10.12717,"Korean Society of Developmental Biology",1,30
10.7582,"Korean Society of Earth and Exploration Geophysicists",1,37
10.4250,"Korean Society of Echocardiography (KAMJE)",1,214
10.9729,"Korean Society of Electron Microscopy",2,40
10.12750,"Korean Society of Embryo Transfer",1,24
10.11626,"Korean Society of Environmental Biology",1,18
10.4491,"Korean Society of Environmental Engineering",1,364
10.5668,"Korean Society of Environmental Health",1,397
10.4178,"Korean Society of Epidemiology (KAMJE)",2,71
10.12965,"Korean Society of Exercise Rehabilitation",1,28
10.7318,"Korean Society of Food Culture",1,99
10.9721,"Korean Society of Food Science and Technology",1,120
10.9724,"Korean Society of Food and Cookery Science",1,108
10.3802,"Korean Society of Gynecology and Colposcopy (KAMJE)",2,315
10.9798,"Korean Society of Hazard Mitigation",1,233
10.5045,"Korean Society of Hematology; Korean Society of Blood and Marrow Transplantation; Korean Society of Pediatric Hematology-Oncology; Korean Society on Thrombosis and Hemostasis (KAMJE)",2,492
10.7235,"Korean Society of Horticultural Science",1,147
10.3947,"Korean Society of Infectious Diseases and Korean Society for Chemotherapy (KAMJE)",1,402
10.12719,"Korean Society of International Agriculture",1,17
10.5469,"Korean Society of Interventional Neuroradiology (KAMJE)",1,65
10.5352,"Korean Society of Life Science",1,2431
10.11614,"Korean Society of Limnology",2,34
10.12997,"Korean Society of Lipidology and Atherosclerosis (KAMJE)",1,19
10.13104,"Korean Society of Magnetic Resonance in Medicine (KAMJE)",1,55
10.5916,"Korean Society of Marine Engineers",1,819
10.3946,"Korean Society of Medical Education (KAMJE)",1,386
10.5734,"Korean Society of Medical Genetics (KAMJE)",1,67
10.5953,"Korean Society of Muscle and Joint Health",1,79
10.4040,"Korean Society of Nursing Science (KAMJE)",1,510
10.5468,"Korean Society of Obstetrics and Gynecology (KAMJE)",4,582
10.5574,"Korean Society of Ocean Engineers",2,174
10.11161,"Korean Society of Odor Research and Engineering",1,16
10.3342,"Korean Society of Otorhinolaryngology - Head and Neck Surgery (KAMJE)",3,1011
10.6065,"Korean Society of Pediatric Endocrinology (KAMJE)",2,79
10.3339,"Korean Society of Pediatric Nephrology (KAMJE)",1,190
10.5857,"Korean Society of Photoscience",0,0
10.5423,"Korean Society of Plant Pathology",2,1295
10.5396,"Korean Society of Plastic and Reconstructive Surgeons",0,0
10.7736,"Korean Society of Precision Engineering",1,271
10.13041,"Korean Society of Preventive Veterinary Medicine",0,0
10.5932,"Korean Society of Public Health Nursing",1,59
10.7855,"Korean Society of Road Engineers",1,77
10.7851,"Korean Society of Rural Planning",1,91
10.12964,"Korean Society of Sandplay Therapy",0,0
10.7852,"Korean Society of Sericultural Science",2,106
10.7745,"Korean Society of Soil Science and Fertilizer",1,205
10.7857,"Korean Society of Soil and Groundwater Environment",1,132
10.4184,"Korean Society of Spine Surgery (KAMJE)",2,758
10.5103,"Korean Society of Sport Biomechanics",1,664
10.7781,"Korean Society of Steel Construction",1,87
10.7848,"Korean Society of Surveying, Geodesy, Photogrammetry and Cartography",1,48
10.7470,"Korean Society of Transportation",1,76
10.5853,"Korean Stroke Society (KAMJE)",2,82
10.11106,"Korean Thyroid Association (KAMJE)",1,38
10.9711,"Korean Tunnelling Association",1,30
10.7774,"Korean Vaccine Society (KAMJE)",1,23
10.7180,"Kosin University College of Medicine (KAMJE)",1,27
10.5812,"Kowsar Medical Institute",25,1887
10.7206,"Kozminski University",1,54
10.12797,"Ksiegarnia Akademicka Sp. z.o.o.",3,64
10.5134,"Kyoto University Library",0,0
10.3742,"Kyung Hee Oriental Medicine Research",1,394
10.7177,LATEC,1,88
10.3829,"Laboratoire Central des Ponts et Chaussees",0,0
10.1624,"Lamaze International",1,500
10.5804,"Land and Housing Institute",1,140
10.4161,"Landes Bioscience",46,21985
10.3097,"Landscape Online",1,37
10.7565,"Language and Psychoanalysis",0,0
10.2351,"Laser Institute of America",1,837
10.1560,"Laser Pages Publishing Ltd",4,976
10.5377,"Latin America Journals Online",12,665
10.5294,"Latin American Journal of CLIL",1,63
10.3166,"Lavoisier SAS",30,6889
10.3898,"Lawrence and Wishart",2,392
10.9780,"Laxmi Book Publication",6,107
10.5964,"Leibniz Institute for Psychology Information",5,582
10.12962,"Lembaga Penelitian dan Pengabdian kepada Masyarakat ITS",1,94
10.5930,"Lesgaft National State University of Physical Education, Sport and Health, St. Petersburg",1,2570
10.11116,"Leuven University Press",1,10
10.4137,"Libertas Academica, Ltd.",86,1937
10.12924,Librello,1,2
10.7828,"Liceo de Cagayan University",8,277
10.6000,"Lifescience Global",15,768
10.3384,"Linkoping University Electronic Press",7,464
10.6001,"Lithuanian Academy of Sciences",8,727
10.3952,"Lithuanian Physical Society",1,536
10.13080,"Lithuanian Research Centre for Agriculture and Forestry",1,28
10.3828,"Liverpool University Press",20,4757
10.12942,"Living Reviews",4,204
10.5913,"Lockwood Press",0,0
10.2168,"Logical Methods in Computer Science",1,346
10.5222,"Logos Medical Publication",7,605
10.12927,"Longwoods Publishing",1,1
10.5505,"LookUs Bilisim, Ltd.",23,1826
10.4255,"Lumitext Publishing",1,21
10.2753,"M.E. Sharpe",40,35589
10.4273,MAFTREE,1,71
10.1575,"MBLWHOI Library",0,0
10.3390,"MDPI AG",115,27191
10.5815,"MECS Publisher",9,1911
10.5413,MEDICRIT,1,120
10.12709,"MESTE NGO",2,29
10.7898,"MISTA Conference Series",0,0
10.7551,"MIT Press",0,0
10.1162,"MIT Press",46,28514
10.5208,"ML Communications Co., Ltd",0,0
10.2137,"MTT Agrifood Research Finland",1,239
10.3889,"Macedonian Journal of Medical Sciences",1,176
10.5587,"Machine Intelligence Research Labs",0,0
10.4075,"Mackenzie Presbyterian University",0,0
10.5296,"Macrothink Institute, Inc.",25,1619
10.11646,"Magnolia Press",4,1653
10.5704,"Malaysian Orthopaedic Association",1,162
10.5366,"Malaysian Palm Oil Council",1,25
10.7765,"Manchester University Press",0,0
10.7227,"Manchester University Press",14,2392
10.7228,"Manchester University Press",0,0
10.9760,"Manchester University Press",0,0
10.1179,"Maney Publishing",173,70853
10.5645,"Maralte, B.V.",1,15
10.3135,"Marine Acoustics Society of Japan",1,133
10.6024,"Marine Biological Association of India",1,9
10.4031,"Marine Technology Society",1,867
10.12968,"Mark Allen Group",2,58
10.12990,"Marmara Dental Journal",1,12
10.5472,"Marmara Medical Journal",1,78
10.12991,"Marmara Pharmaceutical Journal",0,0
10.7240,"Marmara University Journal of Science",1,16
10.1555,"Mars Informatics",1,24
10.3121,"Marshfield Clinic",1,1017
10.7766,"Martin Eve",2,60
10.1089,"Mary Ann Liebert",127,109329
10.5817,"Masaryk University Press",12,311
10.5224,"Massachusetts Historical Society",1,16
10.3822,"Massage Therapy Foundation",1,115
10.7121,"Materials Science International Services",0,0
10.4169,"Mathematical Association of America",4,1425
10.2748,"Mathematical Institute, Tohoku University",2,2593
10.2140,"Mathematical Sciences Publishers",11,13079
10.4099,"Mathematical Society of Japan",0,0
10.1619,"Mathematical Society of Japan",1,209
10.12946,"Max Planck Institut fur europaische Rechtsgeschichte",1,739
10.4054,"Max Planck Institute for Demographic Research",1,675
10.5310,"Mayo Clinic Scientific Press",0,0
10.3172,"McFarland & Company, Inc.",6,896
10.5742,"Medi + World International",6,175
10.5398,"Media Peternakan",1,113
10.5633,"Medical Faculty, University in Nis",1,157
10.3163,"Medical Library Association",1,557
10.12923,"Medical University of Lublin",3,130
10.4317,"Medicina Oral, S.L.",2,1260
10.5837,"Medinews (Cardiology), Ltd.",1,74
10.12994,"Mediros Clinical Solutions",0,0
10.5901,"Mediterranean Center of Social and Educational Research",3,469
10.13171,"Mediterranean Journal of Chemistry",0,0
10.13114,"Mediterranean Journal of Humanities",1,25
10.4103,"Medknow Publications",194,45224
10.6219,"Medknow Publications",0,0
10.5867,"Medwave Estudios Limitada",1,2092
10.3149,"Men's Studies Press, LLC",5,911
10.11118,"Mendel University  Press",2,200
10.4215,"Mercator - Revista de Geografia da UFC",1,218
10.1092,Metapress,7,214
10.2467,"Meteorological Research Institute, Japan Meteorological Agency",1,321
10.2151,"Meteorological Society of Japan",2,1442
10.13054,"Mevlana Internationl Journal of Education",1,22
10.7245,"Michigan Academy of Science, Arts and Letters",1,8
10.5342,"Michigan Historical Review",1,121
10.1307,"Michigan Mathematical Journal",1,2510
10.4305,"Middle East Technical University, Faculty of Architecture",1,78
10.1599,"Milbank Memorial Fund",0,0
10.13174,"Military Institute of Aviation Medicine",0,0
10.5711,"Military Operations Research Society",1,591
10.3749,"Mineralogical Association of Canada",1,1730
10.2138,"Mineralogical Society of America",2,2571
10.5340,"Minnis Journals Pty Ltd.",0,0
10.5699,"Modern Humanities Research Association",6,840
10.1632,"Modern Language Association",4,5490
10.1628,"Mohr Siebeck",17,5714
10.7897,"Moksha Publishing House",3,389
10.5643,"Momentum Press",0,0
10.2104,"Monash University",6,1295
10.5564,"Mongolia Journals Online",1,36
10.2200,"Morgan & Claypool",44,563
10.4199,"Morgan & Claypool",11,84
10.12981,"Motif Akademi",0,0
10.4242,"Mulberry Technologies, Inc.",0,0
10.3747,"MultiMed Inc.",2,1196
10.7493,"Multiple Sclerosis Discovery Forum",0,0
10.1260,Multiscience,32,9691
10.1372,"Muse - College Literature",0,0
10.2487,"Muse - English Literature in Transition",1,132
10.1374,"Muse - Gallaudet University Press",0,0
10.1491,"Muse - George Washington University Institute for Ethnographic Research",0,0
10.1490,"Muse - Indiana University Press",0,0
10.1353,"Muse - Johns Hopkins University Press",398,197551
10.1495,"Muse - Journal of Social History",0,0
10.1499,"Muse - Kent State University Press",0,0
10.1497,"Muse - Music Library Association",0,0
10.1376,"Muse - Penn State Press",0,0
10.1496,"Muse - The Americas",0,0
10.1498,"Muse - University of Hawaii Press",0,0
10.1494,"Muse - University of Minnesota Press",0,0
10.1500,"Muse - University of Nebraska Press",0,0
10.1493,"Muse - University of North Carolina Press",0,0
10.1492,"Muse - University of St.Thomas - Logos",0,0
10.1502,"Muse- Wayne State University Press",0,0
10.5852,"Museum National D'Histoire Naturelle",1,49
10.5943,"Mushroom Research Foundation",3,110
10.3791,"MyJoVE Corporation",1,2449
10.5941,"Mycobiology (KAMJE)",1,567
10.12664,Mycobiota,1,7
10.3852,"Mycological Society of America",1,1025
10.5248,"Mycotaxon, Ltd.",1,945
10.13165,"Mykolas Romeris University",0,0
10.5006,"NACE International",1,5496
10.4277,"NEN Netherlands Standardization Institute",0,0
10.7322,NEPAS,0,0
10.1151,"NIDA/RTI International",3,173
10.7755,"NMFS Scientific Publications Office",1,24
10.1601,"NamesForLife, LLC",0,0
10.5868,"Nara Institute of Science and Technology",0,0
10.12930,"National Academic Advising Association NACADA",0,0
10.5866,"National Academy of Dentistry",1,18
10.5408,"National Association of Geoscience Teachers",1,177
10.5091,"National Botanical Garden of Belgium",1,143
10.3386,"National Bureau of Economic Research",0,0
10.11134,"National Center for Biotechnology",1,71
10.5951,"National Council of Teachers of Mathematics",5,779
10.12681,"National Documentation Centre",1,361
10.3352,"National Health Personnel Licensing Examination Board of the Republic of Korea",1,95
10.3789,"National Information Standards Organization",2,201
10.9795,"National Institute of Advanced Industrial Scicence",1,22
10.2486,"National Institute of Industrial Health",2,2242
10.2201,"National Institute of Informatics",1,87
10.5548,"National Institute of Practical Analytical Meditation",0,0
10.6028,"National Institute of Standards and Technology",11,7582
10.5480,"National League for Nursing",1,281
10.2298,"National Library of Serbia",65,24278
10.4053,"National Nanomanufacturing Network",0,0
10.5273,"National Osteoporosis Center",0,0
10.7229,"National Science Museum of Korea",2,75
10.2505,"National Science Teachers Association",0,0
10.4311,"National Speleological Society",1,88
10.4015,"National Taiwan University",1,711
10.7251,"National and University Library of the Republic of Srpska",11,313
10.4095,"Natural Resources Canada",0,0
10.3767,"Naturalis Biodiversity Center",2,458
10.1013,"Nature Publishing Group",0,0
10.1038,"Nature Publishing Group",164,866445
10.1057,"Nature Publishing Group - Macmillan Publishers",88,43258
10.1593,"Neoplasia Press",1,476
10.5877,"Nepal Association of Medical Editors",0,0
10.3126,"Nepal Journals Online",69,5286
10.4272,Netbiblo,0,0
10.5177,"Netherlands Tijschrift voor Tandheelkunde",1,269
10.1056,"New England Journal of Medicine",4,176359
10.4179,"New Labor Forum",1,384
10.5304,"New Leaf Associates, Inc.",1,202
10.4148,"New Prairie Press",6,1197
10.5099,"New World Publishing International, Inc.",1,154
10.9791,"New Zealand Association of Psychotherapists",0,0
10.12784,"New Zealand College of Midwives",1,1
10.5459,"New Zealand Society for Earthquake Engineering",0,0
10.2334,"Nihon University School of Dentistry",2,1608
10.5466,"Nihon University School of Dentistry at Matsudo Research Institute of Oral Science",1,318
10.13075,"Nofer Institute of Occupational Medicine",0,0
10.5771,"Nomos Verlag",13,3262
10.6027,"Nordic Council of Ministers",0,0
10.4297,"North American Journal of Medical Sciences",0,0
10.7182,"North American Transplant Coordinators Organization",1,90
10.7729,"North Atlantic Region Association for Counselor Education and Supervision",1,20
10.7572,"North Carolina Academy of Science, Inc.",1,22
10.2119,"North Shore LIJ Research Institute",1,668
10.13046,"Northeast Brazilian Health Journal",1,2
10.2960,"Northwest Atlantic Fisheries Organization",2,449
10.5192,"Northwestern University Press",1,48
10.5384,"Norwegian Association of Optometry",1,15
10.4045,"Norwegian Medical Association",1,5510
10.4220,"Norwegian Nurses Organisation",3,1276
10.4173,"Norwegian Society of Automatic Control",1,493
10.5324,"Norwegian University of Science and Technology Library",1,35
10.1305,"Notre Dame Journal of Formal Logic",0,0
10.5661,"Nottingham University Press",2,147
10.1561,"Now Publishers",24,636
10.3407,"Nozomi Science",1,9
10.7724,"Nucelo de Pesquisa em Ecologia e Biodiversidade",0,0
10.1621,"Nuclear Receptor Signaling Atlas",1,79
10.5773,"Nucleo PGT/USP",2,487
10.5801,"Nucleo de Altos Estudos Amazonicos",1,8
10.5101,OAhost,2,169
10.4172,"OMICS Publishing Group",227,11420
10.3334,"ORNL Environmental Science Division",0,0
10.12700,"Obuda University",1,48
10.5491,"Occupational Safety and Health Research Institute, KOSHA",0,0
10.2500,"Oceanside Publications",5,4007
10.4257,"Oecologia Brasiliensis",2,513
10.5600,"Office of Research, Development and Information",1,54
10.2172,"Office of Scientific and Technical Information",0,0
10.5510,"Oil Gas Scientific Research Project Institute",1,137
10.4044,"Okayama Medical Association",1,314
10.1524,"Oldenbourg Wissenschaftsverlag",32,26611
10.11635,"Om Vindhyavasini College of IT and Management",1,11
10.5001,"Oman Medical Journal",1,417
10.3926,"Omnia Publisher SL",5,335
10.7436,"Omnipax Editora",0,0
10.1188,"Oncology Nursing Society",2,2781
10.7822,"Ondokuz Mayis Universitesi Egitim Fakultesi",1,49
10.5835,"Ondokuz Mayis University",1,297
10.7161,"Ondokuz Mayis University Agricultural Faculty",1,46
10.9730,"Online Journal of Cultural Competence in Nursing and Healthcare",1,28
10.13172,"Open Access Publishing London",0,0
10.11605,"Open Access Science Organization Limited",0,0
10.11647,"Open Book Publishers",0,0
10.4204,"Open Publishing Association",1,1297
10.2341,"Operative Dentistry",0,959
10.1364,"Optical Society of America",15,125909
10.13032,"Optimal Clinical Ltd.",1,17
10.5403,"Oregon Historical Society",1,203
10.5399,"Oregon State University",4,256
10.1786,"Organisation for Economic Co-Operation and Development",0,0
10.1787,"Organisation for Economic Co-Operation and Development",44,18908
10.13005,"Oriental Scientific Publishing Company",1,324
10.5336,"Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.",1,1029
10.7577,"Oslo and Akershus University College of Applied Sciences",2,28
10.3797,"Osterreichische Pharmazeutische Gesellschaft",1,684
10.12931,"Osterreichish-Rumanischer Akademischer Verein",0,0
10.3950,"Oto-Rhino-Laryngological Society of Japan, Inc.",1,11700
10.5148,"Ottawa United Learning Academy",1,214
10.7241,"Our Dermatology Online",1,166
10.1213,"Ovid Technologies (Wolters Kluwer)  - Anesthesia & Analgesia",1,28788
10.1097,"Ovid Technologies (Wolters Kluwer)  - Lippincott Williams & Wilkins",285,1340818
10.1227,"Ovid Technologies (Wolters Kluwer)  - Neurosurgery",1,16750
10.1288,"Ovid Technologies (Wolters Kluwer)  - Triological Society",0,0
10.1212,"Ovid Technologies (Wolters Kluwer) - American Academy of Neurology",3,40689
10.7123,"Ovid Technologies (Wolters Kluwer) - ENSTINET",1,1
10.1203,"Ovid Technologies (Wolters Kluwer) - International Pediatric Research Foundation",0,0
10.2459,"Ovid Technologies (Wolters Kluwer) - Italian Federation of Cardiology",1,1710
10.1519,"Ovid Technologies (Wolters Kluwer) - National Strength & Conditioning",7,10354
10.2165,"Ovid Technologies (Wolters-Kluwer) - Adis",2,103
10.1249,"Ovid Technologies (Wolters-Kluwer) - American College of Sports Medicine",3,38265
10.1161,"Ovid Technologies Wolters Kluwer -American Heart Association",12,93852
10.3794,"Oxford Brookes University",2,405
10.1093,"Oxford University Press",340,1091568
10.1112,"Oxford University Press - London Mathematical Society",7,23264
10.6062,"PACIS - Panamerican Association for Computational Interdisciplinary Sciences",1,73
10.4081,"PAGEPress Publications",63,6608
10.3406,"PERSEE Program",208,157737
10.5046,"PMPH-USA, Ltd.",0,0
10.5993,"PNG Publishers",1,1011
10.5509,"Pacific Affairs",1,184
10.2509,"Pacific Northwest Fungi Project",1,107
10.7772,"Pacific University (bepress)",1,25
10.7710,"Pacific University Library",4,107
10.12669,"Pakistan Journal of Medical Sciences",1,241
10.5507,"Palacky University Olomouc",1,743
10.4207,"Paleoantropology Society",1,114
10.9779,"Pamukkale University Journal of Education",1,25
10.11604,"Pan African Medical Journal",1,466
10.11107,"Pan Pacific Association of Input-Output Studies",1,6
10.4032,"Pan Stanford Publishing",0,0
10.4279,"Papers in Physics",1,34
10.5737,"Pappin Communications",1,316
10.5816,"Paradigm Publishers",2,74
10.5731,"Parenteral Drug Association, Inc.",1,148
10.7590,"Paris Legal Publishers",2,141
10.1571,"Patricia Seybold Group",0,0
10.1588,"Pearblossom Private School",1,94
10.11593,"Pediatric Endosurgery Group, Bangladesh",0,0
10.7199,"Pediatric Oncall",1,96
10.5863,"Pediatric Pharmacy Advocay Group",1,156
10.7717,PeerJ,1,922
10.5669,Peeramed,0,0
10.2143,"Peeters Publishers",63,23509
10.11113,"Penerbit UTM Press",1,1074
10.3897,"Pensoft Publishers",10,2138
10.3311,"Periodica Polytechnica, Budapest University of Technology and Economics",7,593
10.6006,"Perspectivas Medicas - Faculty of Medicine",1,22
10.7757,"Perspectives of New Music",0,0
10.5470,"Pervasive Technology Institute",0,0
10.1584,"Pesticide Science Society of Japan",1,2840
10.3726,"Peter Lang, International Academic Publishers",6,699
10.9744,"Petra Christian University",14,545
10.7854,"Petrological Society of Korea",1,7
10.3833,PharmaVentures,1,1312
10.1211,"Pharmaceutical Press",3,227
10.1248,"Pharmaceutical Society of Japan",7,41697
10.1592,Pharmacotherapy,1,2965
10.3860,PhilJOL,33,1168
10.7719,"Philippine Association of Institutions for Research",1,179
10.5840,"Philosophy Documentation Center",95,81840
10.7834,Phoenix,0,0
10.3195,"Phorte Editora",0,0
10.4302,"Photonics Society of Poland",1,228
10.7752,"Physical Education and Sport Faculty",1,174
10.7566,"Physical Society of Japan",1,335
10.4088,"Physicians Postgraduate Press, Inc.",3,6349
10.4006,"Physics Essays Publication",1,1737
10.11632,"Pietro Cipresso",0,0
10.1068,"Pion Ltd.",7,14477
10.5211,"Plaza y Valdes",1,132
10.1134,"Pleiades Publishing",142,142727
10.13169,"Pluto Journals",0,0
10.5586,"Polish Botanical Society",3,1563
10.7306,"Polish Geological Institute",1,96
10.13006,"Polish Hyperbaric Medicine and Technology Society",0,0
10.5601,"Polish Society for Magnesium Research",1,302
10.5173,"Polish Urological Association",1,317
10.4202,"Polska Akademia Nauk Instytut Paleobiologii Institute of Paleobiology, Polish Academy of Sciences)",3,489
10.4151,"Pontifica Universidad Catolica de Valparaiso",0,0
10.7764,"Pontificia Universidad Catolica de Chile",3,79
10.5027,"Pontificia Universidad Catolica de Valparaiso",3,133
10.3856,"Pontificia Universidad Catolica de Valparaiso",1,291
10.2225,"Pontificia Universidad Catolica de Valparaiso",1,758
10.5752,"Pontificia Universidade Catolica de Minas Gerais",3,640
10.7213,"Pontificia Universidade Catolica do Parana - PUCPR",9,403
10.3730,Portico,7,1783
10.1042,"Portland Press",9,24973
10.4152,"Portuguese Society of Electrochemistry",1,500
10.5218,"Portularia, Revista de Trabajo Social",1,110
10.3382,"Poultry Science Association",2,21197
10.3362,"Practical Action Publishing",4,2560
